userId|John Wick|The Shack|Guardians of the Galaxy Vol. 2 (Theatrical)|Wonder Woman|Blade Runner 2049|Dunkirk|Kong: Skull Island|Get Out|Star Wars: The Last Jedi (With Bonus Content)|A Dog's Purpose|Spider-Man: Homecoming|Split|The Boss Baby|Baby Driver|The LEGO Batman Movie|Transformers: The Last Knight|Girls Trip|Alien: Covenant|Murder on the Orient Express|The Shape of Water|Darkest Hour|Baywatch|Pirates of the Caribbean: Dead Men Tell No Tales (Theatrical Version)|Kingsman: The Golden Circle|Fifty Shades Darker (Unrated Version)|Wonder|Beauty and the Beast (2017) (Theatrical Version)|Three Billboards Outside Ebbing, Missouri|The Mummy (2017)|The Emoji Movie|Jumanji: Welcome To The Jungle|War for the Planet of the Apes|Captain Underpants: The First Epic Movie|Coco (Theatrical Version)|Daddy's Home 2|Cars 3 (Theatrical)|Justice League|Annabelle Creation|A Bad Moms Christmas|Thor: Ragnarok (Theatrical Version)|Despicable Me 3|Happy Death Day|The LEGO NINJAGO Movie|Pitch Perfect 3|Ferdinand |The Post|The Greatest Showman|﻿"Title"
erick simpson|0|0|1.0|1.0|1.0|0.866666666667|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
William Hefner|0|0|0.993399339934|0|0|0.987152034261|0|0|0|0|0.981776765376|0|0|0|0|0|0|0|0|0|0|0|0|0.994459833795|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Robert A Brookman|0|0|1.0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
NC. movie man|0|0|0|0.918367346939|0|0|0|0|0|0|0|0|0|0.969230769231|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
MindWar77|0|0|0|0|0.982417582418|0.984962406015|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Debra|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
maven_unltd|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0
Jeff A|0|0|0|0|0|0|0|1.0|0|1.0|0|1.0|1.0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0
Larry|1.0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0.992509363296|0|0|0|0|0|0|0|0|0.894736842105|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0
Michael A. Kleen|0|0|0|0|0|0|0.95841995842|0.96996996997|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.954887218045|0|0|0|0|0|0|0|0|0|0
mrjtg|1.0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0.714285714286|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Dolores|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Christopher Williams|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0.955555555556|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
S.B.|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0.980582524272|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Thor|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ron|1.0|1.0|1.0|1.0|0|1.0|1.0|0|0|1.0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0
Rob|1.0|0|1.0|0|1.0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0.982905982906|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0.969696969697|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0
Roy|1.0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
michael a crown|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Austin|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Louis B.|0|0|0|1.0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jorge|0|0|0|0|1.0|0|0|0|0|0|0.966666666667|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
nick|0|0|0|0|0|0.846153846154|1.0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
P|1.0|0|0|0|0|0|0|0.945945945946|0|0|0|0|1.0|0|0.928571428571|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Dragonfly|0|1.0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0
SimFanatic|0.882352941176|0|0|0|0|0.99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Molly|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
James A. Moore|0|0|1.0|1.0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0.9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sara Wright|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.9|0|0|0|0|0
Michael H.|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Danny S.|0|0|0|0.975|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0.96|0|0.963636363636|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0
Kitty Coleman|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0
Karen L. Fields|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Hawk|0|0|1.0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Peter|1.0|0|0|0|1.0|0.925925925926|0|1.0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0
Diego|0|0|0|1.0|1.0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Cheryl|1.0|0|0|0|0|1.0|0|1.0|0|1.0|1.0|1.0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0.987179487179|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Vic Mclendon|0|0|0|0|0.9|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Shopper|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
joy|1.0|0|0|1.0|0|0|1.0|1.0|0|0|0.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
joe|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
jon|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kenya Starflight|0|0|0.9744|0|0|0|0|0|0.990171990172|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.981981981982|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Alan Brown|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Christopher Terry|0|0|0|0|0|0.904761904762|1.0|0|0|0|0|0|0|0.951219512195|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
BeMa|0|0|0|0|0|0.882352941176|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.957446808511|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0
RobinUncommon|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Thedevoted|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Cable|0|0|0|0.982860203535|0|0|0|0|0|0|0.983935742972|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.96384180791|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jamie B|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ron Baker|1.0|0|1.0|0.967213114754|1.0|1.0|1.0|0|1.0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0.978494623656|0|0|0|0|0|0|0|0|0.966666666667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Sue|0|0|0|0|0|0|0|0|0|0.777777777778|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|1.0|0|1.0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0.818181818182|0|0
Crewch|0|0|0|0|0|0|0|1.0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Amy|1.0|1.0|1.0|1.0|0|1.0|0.857142857143|1.0|0|1.0|0.953846153846|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|1.0|0|0|0|1.0|1.0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0
Witcher|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0.714285714286|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Consumer|0|0|0|0|1.0|0|0.980769230769|0|0|0|0.97972972973|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0
SweetVioletRides|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0
Casey|1.0|0|0|0|0|0|1.0|0|1.0|0|1.0|0.818181818182|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0
nolandpete|0|0|0|0|0.972222222222|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0.961538461538|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mandoniousrex|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0
Brian|1.0|0|1.0|0|0|0.866666666667|1.0|0|1.0|1.0|1.0|0|0|1.0|1.0|0|0|1.0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0.904761904762|0|0|0|0|0|1.0|0|0|0.909090909091|0|0
Hombreduro|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
A Grunden|0|0|1.0|1.0|1.0|1.0|0|0|1.0|0|1.0|0|0|1.0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
josue correa|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
Vince Lepera|0|0|1.0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
m-chan|0|0|0.955555555556|0|0.986486486486|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.952380952381|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Angela|1.0|1.0|1.0|0|0|0|0|1.0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0.6|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0
alan|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0
K. Sandell|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0
Daniel Rousch|0.894736842105|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Chris M.|0|0|1.0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ryan Short|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0
Veronica|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0.942857142857|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mark Turner|0|0|0.990303030303|0|0|0|0|0|0|0|0|0.993204983012|0|0|0|0|0|0|0|0.992718446602|0.990599294947|0|0.981132075472|0|0|0|0|0|0|0|0.987639060569|0|0|0.99481865285|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0
Courtney|0|0|0|0|0|1.0|0.882352941176|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0.916666666667|1.0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0
Maverick|0|0|0|1.0|1.0|0|1.0|0|0|0|1.0|0|0|1.0|0|1.0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0
E. A. Solinas|0|0|0.97113997114|0|0|0|0.980742778542|0|0|0|0|0|0|0|0.976744186047|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Keith|1.0|0|0|0|1.0|0.789473684211|0|0|0.987096774194|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mr. Right|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
AndyKhounsacknarath|0|0|0.894736842105|0|0.777777777778|0.866666666667|0|0|0|0|1.0|0|0|0|0|0.818181818182|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
The Movie Man|0|0.980066445183|0.959946595461|0|0.934065934066|0.977433004231|0|0|0|0.934426229508|0.952830188679|0.964093357271|0|0|0.967611336032|0|0.978798586572|0|0|0.988538681948|0.982404692082|0|0|0|0|0.985250737463|0|0|0|0|0|0|0|0.975975975976|0|0.965277777778|0|0.961070559611|0|0|0|0|0.946127946128|0.957295373665|0|0|0|0
Too Busy to Go to Store Mom|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0.984848484848|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Dennis Rogers|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0.913043478261|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Dugan|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tricia|1.0|1.0|0|0|0|0|0|0|0|0.333333333333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0
William M.|0|0|1.0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Milo the Cat|1.0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
LordMaul|0|0|0.973684210526|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tooky|0|0|0|0|0|0|0|0.956043956044|0|0|0|0|0|0|0|0|0|0|0|0|0|0.963963963964|0|0|0|0|0|0|0|0|0|0|0|0|0|0.968253968254|0|0|0|0|0|0|0|0|0|0|0|0
Joe Howard|0|0|1.0|0|0|0.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
Joy|0|1.0|1.0|0|1.0|0|0|0|0|1.0|0.923076923077|0|0|0|0|1.0|1.0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|1.0|0|1.0|0|0.891891891892|0|0|0|0|0|0|0|0|0|0|0|0|0
Joe|1.0|0.944444444444|1.0|1.0|0|1.0|1.0|0|1.0|1.0|1.0|0|0|0|0|1.0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0.910447761194|0|0|0|0|0|0|0|0|0|0|0
Jon|1.0|0|1.0|1.0|0|0|0|0|0.882352941176|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0
Jodi A. Braford|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Def Billy|0|0|0|0|0|0.962848297214|0|0.977337110482|0.964613368283|0|0.969260326609|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
MSEV|0|0|0|0|0|0|0|0|0|0|0.982142857143|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.914893617021|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Gina Wilck|1.0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Melissa LaCour|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
glenn|1.0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lynne R Cates|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
M.J|0|0|1.0|0|0|0|0|0|0|0|0.888888888889|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Luis Aguirre|0|0|0|1.0|1.0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Pantoner|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Daniel|1.0|1.0|1.0|1.0|0|0|1.0|0|1.0|0|1.0|0|0|0|0|1.0|0|1.0|1.0|0|0|0.968253968254|0|0|0|0|1.0|0|1.0|0|1.0|0|0|0|0.985074626866|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0
Zach|0|0|1.0|1.0|1.0|0|0|0|0.947368421053|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
SVH|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
clay|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Brandon|0.923076923077|0|0|1.0|1.0|0|1.0|1.0|1.0|0|0.971014492754|0|0|1.0|0|0.967213114754|0|0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0
kahlanne|0|1.0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
chris r|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.875|0|0|0|0|0
ckdrums|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
GreatBuys|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
David M.|1.0|0|0|1.0|0|0|0|0.84|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0.826086956522|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Noah|0|0|0|0|1.0|1.0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0.916666666667|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0
Jared|1.0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Elements|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0
