userId|John Wick|The Shack|Guardians of the Galaxy Vol. 2 (Theatrical)|Wonder Woman|Blade Runner 2049|Dunkirk|Kong: Skull Island|Get Out|Star Wars: The Last Jedi (With Bonus Content)|A Dog's Purpose|Spider-Man: Homecoming|Split|The Boss Baby|Baby Driver|The LEGO Batman Movie|Transformers: The Last Knight|Girls Trip|Alien: Covenant|Murder on the Orient Express|The Shape of Water|Darkest Hour|Baywatch|Pirates of the Caribbean: Dead Men Tell No Tales (Theatrical Version)|Kingsman: The Golden Circle|Fifty Shades Darker (Unrated Version)|Wonder|Beauty and the Beast (2017) (Theatrical Version)|Three Billboards Outside Ebbing, Missouri|The Mummy (2017)|The Emoji Movie|Jumanji: Welcome To The Jungle|War for the Planet of the Apes|Captain Underpants: The First Epic Movie|Coco (Theatrical Version)|Daddy's Home 2|Cars 3 (Theatrical)|Justice League|Annabelle Creation|A Bad Moms Christmas|Thor: Ragnarok (Theatrical Version)|Despicable Me 3|Happy Death Day|The LEGO NINJAGO Movie|Pitch Perfect 3|Ferdinand |The Post|The Greatest Showman|﻿"Title"
Janice Saenz|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Buyer|0|0|0|0|0|1.0|0|0|0.904761904762|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Janishasha|0|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.923076923077|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
S. Warren|1.0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
kris|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0
Shanti|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0
Gregory Brower|0|0|1.0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
B. J. Hoker|0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
M. Berlin|0.964912280702|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Reginald R. Prout|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Chuck|0|1.0|0|0|1.0|0.942028985507|0|0|0|0|0|1.0|0.866666666667|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ganera|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kathleen|0|1.0|0|0|0.986666666667|0|0|0|0|0|0|0.954545454545|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mike Billington author of Blood Debt|0.989795918367|0|0|1.0|0|0|0.942446043165|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Elizabeth H|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
Michael Militello|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Juan|0|0|0|0|1.0|0|1.0|0|0.961165048544|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.968253968254|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0
Shadowfax|0|0|0|0|0|0|0.970588235294|0|0|0|0|0|0.964912280702|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.854545454545|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Fabulinus|0|0|0|0|0|0|0|0|1.0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
H. Bala|0|0|0.972222222222|0|0|0|0|0|0|0|0.972060535506|0|0|0|0|0.976253298153|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.975720789074|0|0|0|0|0|0
Jay|1.0|0|0.833333333333|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0.963636363636|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0
AF12345|0|0|1.0|1.0|1.0|1.0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Penny|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Timothy|1.0|0|0.882352941176|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.75|0|0|0
S.D.E.|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
RJ|1.0|0|1.0|0|0.959183673469|0|1.0|0|1.0|0|1.0|0|0|0|1.0|1.0|0|0|0|0|1.0|0|1.0|1.0|1.0|0|0.888888888889|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0
RK|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.942028985507|0|0|0|0|0|0|0|0|0|0
Patti King|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
T|1.0|0|1.0|0|1.0|0|1.0|1.0|0|0|0|1.0|1.0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0.777777777778|1.0|1.0|0|0|0|0|0|0|1.0|0|0.987577639752|0|1.0|0|0|0|1.0|0|0|0|0
F.Faulkner|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.967741935484|0|0|0|0|0|0|0|0|0|0|0
shane|1.0|0|0|1.0|0|0|0|1.0|0.960784313725|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jenny|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ted|0.962264150943|0|0.666666666667|0|0|0|0|0|0.96|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Willie A. Green|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jenna|0|0|0|1.0|0.945578231293|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Dustin|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Edmond Holly|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0.714285714286|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Paul|1.0|1.0|1.0|1.0|0.92|1.0|1.0|0|1.0|0|1.0|1.0|0|0.953488372093|1.0|0|0|1.0|1.0|0|0|0.714285714286|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
sweetpea9|0|0|0|0|0|0|0.857142857143|0|0|0|0.857142857143|1.0|0|0|0|0.666666666667|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lois L. Simpson|0|0|1.0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Stephanie|0|1.0|0|0.984962406015|0|0|0|0|0|0|1.0|0|0|1.0|0.969230769231|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|1.0|0|0|0.947368421053|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0
Bravo10|1.0|0|1.0|1.0|1.0|1.0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
rj|1.0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Chad|0|0|1.0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0.944444444444|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0
Scott H Cash|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
Ash|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0.777777777778|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jones|0|0.967479674797|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.98773006135|0|0|0|0|0|0|0|0.933333333333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
John B.|1.0|0|0|0|0.977528089888|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Masked Avenger|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.935483870968|0|0
Jose S. Gomez|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0
Mackenzie|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0.933333333333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
whitesiren|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0
debo|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0.777777777778|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
JBSOLO007|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.95652173913|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
bay area woman from CA|0|0|0|1.0|0|0|0|0|0|0|0|0.975903614458|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Rachael|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0.955555555556|0|0|0.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
l.jones|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
A Brogden|0|0|0|0|0.977777777778|1.0|0|0|0|0|0|0|0|0.984615384615|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Barb Jones|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Amber|0.909090909091|1.0|0|1.0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0.958762886598|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0
Jonathan Cardona|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mark Weisler|0|0|1.0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tracy|1.0|0|0|0|1.0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Charles|1.0|0|0|0|0|1.0|0|1.0|0|0|0.974683544304|0|0|1.0|0|0|0|0|0|0|0.974683544304|0|0|1.0|0|0|1.0|0|0.84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.985915492958|0|0
Suzanne|1.0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0
James Mace|0|0|0|0|0.948164146868|0|0|0|0.957547169811|0|0|0|0|0|0|0|0|0.95995995996|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Grady Harp|0|0|0|0|0|0.974276527331|0|0.984674329502|0|0|0|0|0|0|0|0|0|0|0|0.959322033898|0.951951951952|0|0.952662721893|0|0|0|0|0.951724137931|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
rebecca kay lott|0|0|1.0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0
Ken Kirk|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
ldemar|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.989583333333|0.986013986014|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.975649350649|0|0
EMQ|0|1.0|1.0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Eddy M|0|0|0|0|0|0|0.666666666667|0|0|0|0.666666666667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.666666666667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Patricia|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Reviewer|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0
Humberto|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
James Turner|1.0|0|1.0|1.0|1.0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Supaili|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0
Tribute|0|0|1.0|0|0|0|0|0|0.977777777778|0|0|0|0|0|0|0|0|0|0|0.975308641975|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Bob N|0|0|1.0|1.0|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
James G.|1.0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0
terry|0|0|0|1.0|0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Chustco|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
adam|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.923076923077|0|0
Sylvia|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0.946666666667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
jdls|0|0|0|0.818181818182|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mikey|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0.958333333333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kevin S.|0|0|0|0|0.96992481203|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Michael|1.0|0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0|1.0|0|0|1.0|0|0|0|0|0|1.0|1.0|1.0|1.0|1.0|1.0|0|0|0|1.0|0|1.0|1.0|0|1.0|0|0|0|1.0|0|1.0|0|1.0|0|0|0|0|0|0
Rose|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.96|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Rosa|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ross|0.987951807229|0|0.952380952381|0.8|0|1.0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
SHP|0|0|0|0|0.789473684211|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mr B|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
David Johnson|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Woodsy Niles|0|0|0|0|0.983606557377|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0.97037037037|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
David E. Baldwin|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0.9765625|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
M|0|0.913043478261|1.0|0|0|0|0|1.0|0|0|0|0|0.95652173913|0|0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Uchiha Itachi|0|0|0.931034482759|0.8|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lilly|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0
The Goobber|0|0|0.913043478261|0|0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
ZETTER|0|0|0.92|1.0|0|0|0|0|0|0|1.0|0|0|0|0|0.846153846154|0|0|0|0|0|0|0.809523809524|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
LtPuddin|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|1.0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0
Annie|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0.961538461538|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jason|1.0|0|0|1.0|1.0|0|0.972602739726|1.0|0|0|1.0|1.0|1.0|1.0|0|1.0|0|0|0|0|0|1.0|0|1.0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0
Todd|1.0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|1.0|0|0|0.931034482759|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
tee_rose_29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0
Ronnie D. Davidson|0|0|0.952380952381|0|1.0|0|0|0|0|0|0.875|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
houston bittle|0|0|1.0|1.0|0|1.0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0
David Hirshorn|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
LADY T|0|0|0|0|0|0|1.0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0
Taylor Bowe Mcardle|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.875|0|0|1.0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0
MacJunegrand|0|0|0|0|0|0|0|0|0.980225988701|0|0.983448275862|0|0|0|0|0.982832618026|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.961165048544|0|0|0|0|0|0.979945305378|0|0|0|0|0|0|0|0|0|0|0
Mars|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Flyguy|0|0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|1.0|0|0|0|0|0|0|0
Wolfden|0|0|0|0|1.0|0|1.0|0|0|0|1.0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Tower21|0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Batfire|1.0|0|1.0|0|0|0|0|0|0|0|1.0|0|0|1.0|0|0|0|0|0|0|0|0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
